,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,À˘ Ù¿‡±
254,0.312,0.592,0.225,0.779,0.661,0.406,0.874,0.791,0.645,0.202,0.251,0.349,0.262,0.752,0.847,0.915,0.806,0.227,0.108,0.313,3.79E-15,1.24E-06,1.15E-15,8.02E-15,1.12E-10,1.16E-15,8.10E-07,4.99E-14,4.12E-16,5.15E-12,2.45E-12,1.22E-16,6.48E-14,1.05E-15,1.25E-13,5.00E-15,8.05E-12,0,1.18E-12,2.81E-15,0
255,0.451,0.677,0.418,0.912,0.85,0.303,0.631,0.901,0.564,0.155,0.22,0.732,0.572,0.643,0.0204,0.397,0.114,0.356,0.185,0.703,2.00E-15,1.62E-06,7.61E-13,8.10E-15,1.59E-10,8.11E-16,8.82E-07,8.73E-14,9.47E-16,5.30E-12,3.85E-13,1.13E-16,9.62E-14,1.14E-10,1.27E-13,5.37E-15,8.64E-12,0,1.26E-12,0,0
256,0.54,0.86,0.894,0.806,0.933,0.0775,0.264,0.615,0.146,0.43,0.625,0.335,0.0245,0.632,0.833,0.273,0.488,0.262,0.106,0.487,7.19E-12,1.07E-05,4.04E-14,7.71E-14,1.43E-08,7.03E-14,1.00E-05,4.84E-13,7.46E-10,6.00E-11,9.91E-14,7.69E-14,1.36E-12,1.19E-11,9.30E-13,2.26E-14,1.21E-10,0,4.90E-12,3.32E-14,0
257,0.69,0.581,0.0587,0.509,0.393,0.455,0.242,0.385,0.327,0.432,0.907,0.464,0.673,0.39,0.94,0.379,0.076,0.648,0.968,0.157,0,0.964013204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258,0.389,0.541,0.188,0.384,0.436,0.136,0.61,0.809,0.726,0.302,0.915,0.125,0.713,0.577,0.353,0.171,0.31,0.862,0.812,0.964,4.68E-10,0.001535871,2.72E-11,4.12E-10,8.08E-05,3.58E-11,0.003644464,3.87E-09,1.10E-10,1.08E-06,5.13E-10,9.32E-12,3.03E-08,4.33E-11,2.47E-10,8.73E-12,4.61E-06,1.47E-11,1.39E-09,2.33E-09,1
259,0.975,0.545,0.838,0.142,0.147,0.493,0.112,0.266,0.487,0.0125,0.171,0.452,0.747,0.459,0.484,0.375,0.563,0.738,0.024,0.69,1.64E-10,0.000596198,2.10E-11,1.15E-10,2.52E-05,3.65E-11,0.001418011,1.17E-09,5.89E-11,4.99E-07,1.52E-10,1.40E-11,7.74E-09,6.05E-11,8.42E-11,3.13E-12,7.59E-07,2.86E-11,5.45E-10,4.05E-10,2
260,0.521,0.0315,0.909,0.659,0.581,0.138,0.648,0.781,0.85,0.0969,0.495,0.742,0.0535,0.746,0.113,0.406,0.607,0.352,0.613,0.949,2.15E-11,3.19E-06,1.18E-11,8.90E-12,0.000464002,1.18E-11,7.45E-06,1.03E-09,4.93E-12,5.38E-06,1.03E-11,2.60E-13,2.35E-09,7.19E-12,1.86E-10,1.20E-11,3.33E-09,1.79E-13,0,0,0
261,0.35,0.689,0.837,0.604,0.962,0.357,0.566,0.134,0.035,0.212,0.762,0.609,0.719,0.336,0.471,8.40E-05,0.971,0.209,0.462,0.184,1.28E-10,8.37E-06,1.89E-11,1.36E-11,0.001382795,1.91E-11,2.01E-05,1.70E-08,2.55E-11,0.001180224,1.37E-11,2.73E-14,1.29E-10,1.11E-11,9.90E-11,5.25E-12,2.39E-08,1.78E-14,0,0,2
262,0.194,0.236,0.298,0.224,0.341,0.662,0.457,0.271,0.167,0.197,0.537,0.22,0.811,0.148,0.744,0.298,0.59,0.291,0.117,0.11,2.06E-09,4.81E-06,2.67E-11,2.31E-11,0.013376125,3.02E-11,1.07E-05,3.22E-07,4.05E-10,1.12E-07,2.63E-11,0,6.63E-10,1.58E-11,6.36E-12,0,2.46E-07,0,0,0,3
263,0.811,0.24,0.815,0.413,0.697,0.074,0.85,0.474,0.000154,0.789,0.117,0.514,0.638,0.0322,0.816,0.299,0.828,0.2,0.557,0.861,8.27E-13,2.81E-11,4.59E-16,1.05E-13,9.00E-08,2.67E-13,5.86E-11,1.54E-10,5.25E-14,2.19E-10,7.19E-15,5.14E-12,2.42E-14,2.01E-16,3.46E-13,6.66E-14,1.67E-13,0,5.02E-13,1.31E-14,2
264,0.946,0.664,0.663,0.558,0.00578,0.741,0.615,0.124,0.279,0.498,0.537,0.599,0.874,0.0252,0.151,0.41,0.628,0.173,0.962,0.109,4.60E-12,7.37E-10,1.62E-14,1.21E-14,3.90E-07,4.18E-14,1.02E-09,1.75E-08,6.73E-15,6.06E-09,1.21E-13,0,5.04E-14,9.56E-15,5.98E-11,8.16E-12,1.59E-12,0,3.05E-10,0,2
265,0.963,0.459,0.649,0.208,0.228,0.697,0.000178,0.75,0.704,0.605,0.837,0.28,0.688,0.103,0.273,0.712,0.146,0.97,0.248,0.363,6.53E-15,2.05E-11,7.06E-16,1.72E-16,1.01E-08,2.16E-16,3.79E-11,6.86E-14,2.87E-16,3.76E-12,6.46E-15,5.34E-18,3.83E-14,1.31E-16,5.02E-13,3.05E-14,9.90E-14,0,1.16E-15,8.67E-15,1
266,0.458,0.945,0.0929,0.728,0.545,0.74,0.124,0.411,0.331,0.849,0.231,0.951,0.535,0.569,0.133,0.492,0.0986,0.847,0.898,0.059,1.96E-13,4.48E-11,2.33E-14,8.81E-16,1.36E-08,7.26E-16,8.00E-11,1.22E-13,7.87E-15,1.24E-12,4.00E-13,1.10E-14,2.25E-13,5.81E-16,1.16E-12,2.60E-13,3.58E-13,0,2.99E-15,6.80E-15,3
267,0.861,0.534,0.53,0.0902,0.045,0.515,0.665,0.957,0.942,0.496,0.821,0.325,0.576,0.14,0.311,0.242,0.692,0.373,0.0657,0.27,4.03E-14,2.38E-11,3.86E-15,1.04E-15,1.20E-08,1.69E-15,9.02E-12,1.14E-13,9.51E-14,8.77E-13,5.05E-14,1.02E-15,3.19E-15,1.58E-15,1.70E-12,1.06E-13,2.05E-14,0,3.53E-16,1.24E-14,1
268,0.205,0.204,0.655,0.736,0.725,0.137,0.000367,0.18,0.685,0.0319,0.818,0.465,0.682,0.58,0.556,0.289,0.47,0.0997,0.686,0.545,3.79E-14,3.86E-12,1.59E-13,7.69E-11,2.37E-09,6.24E-16,1.06E-12,2.23E-14,2.96E-16,2.52E-13,1.21E-14,2.83E-16,6.01E-15,2.26E-16,3.48E-13,1.53E-13,1.84E-14,0,6.28E-16,1.09E-14,0
269,0.947,0.345,0.416,0.642,0.129,0.677,0.649,0.00266,0.497,0.157,0.9,0.449,0.463,0.738,0.854,0.384,0.581,0.211,0.147,0.0423,3.42E-09,6.13E-12,1.11E-15,1.22E-15,4.68E-09,6.76E-18,2.87E-12,5.32E-13,5.36E-13,6.25E-13,1.83E-13,0,6.02E-15,1.67E-13,7.18E-13,5.30E-14,3.33E-14,0,2.21E-15,9.57E-15,2
270,0.808,0.571,0.164,0.93,0.838,0.531,0.281,0.142,0.456,0.866,0.958,0.798,0.000229,0.687,0.333,0.013,0.882,0.277,0.000158,0.0953,3.51E-14,1.16E-12,1.83E-15,1.81E-15,7.26E-11,1.38E-15,9.59E-14,1.00E-12,1.59E-15,1.11E-13,4.62E-14,5.64E-17,1.26E-15,3.32E-16,2.46E-14,9.47E-16,9.81E-15,0,5.04E-16,9.92E-16,1
271,0.598,0.141,0.164,0.225,0.00267,0.6,0.789,0.632,0.463,0.252,0.469,0.508,0.391,0.000253,0.308,0.502,0.775,0.775,0.587,0.000301,9.17E-13,2.20E-10,5.50E-14,7.79E-12,1.59E-07,3.01E-14,1.22E-10,1.42E-13,1.43E-13,1.05E-11,1.21E-12,2.50E-12,8.27E-14,2.07E-14,3.91E-11,1.98E-12,2.06E-12,0,2.84E-14,1.64E-15,1
272,0.373,0.752,0.0972,0.706,0.601,0.173,0.0576,0.723,0.348,0.853,0.404,0.925,0.592,0.388,0.812,0.198,0.631,0.703,0.631,0.000229,2.24E-12,3.24E-08,4.24E-13,5.03E-12,2.02E-08,3.32E-14,5.51E-08,3.03E-11,7.30E-12,1.91E-11,2.53E-11,4.36E-13,1.67E-13,1.97E-13,2.76E-10,1.34E-11,9.71E-12,0,9.04E-12,8.24E-13,3
273,0.408,0.0452,0.0517,0.115,0.628,0.0244,0.382,0.934,0.325,0.523,0.324,0.134,0.867,0.367,0.875,0.649,0.159,0.813,0.499,0.59,1.18E-10,1.59E-09,7.61E-13,3.80E-10,8.52E-08,5.79E-13,9.76E-10,2.99E-12,1.17E-10,2.42E-11,1.81E-10,3.70E-10,3.78E-13,1.06E-13,5.91E-09,3.15E-10,8.62E-11,0,1.07E-12,6.59E-13,3
274,0.794,0.602,0.269,0.417,0.215,0.111,0.245,0.938,0.67,0.238,0.661,0.149,0.0261,0.499,0.748,0.447,0.229,0.816,0.00026,0.33,1.14E-09,5.38E-08,5.81E-11,3.83E-10,1.27E-06,1.98E-11,2.97E-08,1.32E-10,1.83E-10,8.38E-09,3.36E-08,1.66E-11,7.43E-11,1.15E-11,7.48E-08,2.87E-09,6.59E-08,0,1.18E-10,1.51E-11,1
275,0.329,0.157,0.713,0.00712,0.871,0.13,0.672,0.223,0.503,0.828,0.127,0.575,0.889,0.32,0.824,0.45,0.000271,0.218,0.93,0.699,1.44E-07,7.24E-09,1.15E-11,2.29E-10,1.60E-08,2.11E-10,1.75E-09,3.57E-10,8.47E-09,7.12E-11,2.80E-10,2.13E-09,5.91E-13,4.62E-11,1.33E-08,5.59E-11,4.38E-10,0,1.84E-11,4.24E-13,3
276,0.797,0.034,0.591,0.93,0.442,0.274,0.12,0.599,0.326,0.607,0.865,0.0356,0.2,0.174,0.611,0.169,0.294,0.308,0.782,0.709,1.61E-10,2.48E-08,9.08E-13,1.09E-12,3.14E-07,2.08E-12,8.52E-09,1.04E-12,1.08E-11,2.37E-11,1.48E-10,2.61E-12,2.17E-14,1.61E-13,1.30E-06,9.84E-10,5.69E-12,0,5.39E-11,0,0
277,0.477,0.208,0.748,0.57,0.00144,0.439,0.328,0.434,0.783,0.386,0.55,0.688,0.673,0.389,0.427,0.00013,0.236,0.513,0.921,0.104,1.39E-12,5.33E-11,5.76E-15,7.72E-14,3.88E-10,5.31E-15,3.36E-11,2.46E-14,9.52E-14,1.84E-12,2.74E-12,2.51E-14,6.19E-15,2.17E-15,6.04E-10,8.34E-13,5.00E-12,0,1.60E-14,2.13E-11,2
278,0.967,0.082,0.0541,0.59,0.861,0.668,0.0895,0.961,0.398,0.355,0.822,0.891,0.854,0.523,0.145,0.287,0.606,0.848,0.341,0.386,3.21E-11,4.25E-10,1.99E-13,2.47E-13,1.12E-08,6.21E-13,4.52E-10,5.57E-12,7.63E-13,3.25E-10,1.39E-11,4.36E-13,1.53E-13,2.75E-13,3.33E-08,6.99E-11,1.16E-09,0,2.72E-12,1.99E-12,1
279,0.148,0.464,0.326,0.785,0.201,0.761,0.978,0.851,0.678,0.654,0.14,0.000218,0.33,0.0197,0.25,0.305,0.107,0.37,0.396,0.393,1.80E-11,2.68E-11,1.01E-11,2.28E-14,3.98E-10,1.60E-14,1.64E-11,3.29E-12,1.62E-13,3.40E-12,7.17E-12,1.28E-13,5.79E-13,1.47E-13,6.59E-11,4.14E-11,2.35E-12,0,1.59E-12,8.21E-14,2
280,0.863,0.77,0.767,0.577,0.0118,0.332,0.905,0.193,0.927,0.102,0.526,0.943,0.385,0.392,0.307,0.913,0.815,0.281,0.873,0.0511,2.64E-11,4.55E-11,1.24E-12,3.10E-13,4.07E-10,1.73E-13,3.87E-11,2.38E-11,2.82E-12,9.86E-12,1.44E-10,1.92E-12,2.04E-14,3.42E-12,1.31E-10,1.32E-10,1.32E-11,0,7.99E-11,0,2
281,0.862,0.197,0.285,0.0841,0.195,0.297,0.259,0.86,0.531,0.405,0.967,0.757,0.000339,0.88,0.322,0.276,0.887,0.477,0.41,0.808,9.35E-10,1.04E-10,8.57E-13,8.80E-13,2.53E-09,3.52E-12,6.83E-11,8.21E-12,3.12E-11,1.70E-11,2.14E-10,3.55E-11,1.38E-13,2.60E-12,2.38E-10,2.50E-11,1.22E-10,0,6.77E-11,5.76E-14,1
282,0.397,0.568,0.713,0.591,0.41,0.707,0.161,0.0104,0.815,0.937,0.194,0.313,0.229,0.133,0.398,0.536,0.13,0.876,0.13,0.385,1.11E-13,9.38E-12,3.49E-15,2.57E-13,3.99E-11,1.68E-14,1.90E-11,2.07E-12,1.23E-14,7.26E-13,1.79E-10,1.01E-15,0,1.77E-14,3.27E-10,1.03E-12,2.78E-14,0,2.85E-11,0,3
283,0.715,0.114,0.32,0.787,0.184,0.84,0.908,0.656,0.954,0.537,0.535,0.522,0.682,0.193,5.63E-05,0,0.356,0.279,0.648,0.271,1.03E-12,3.36E-13,9.91E-16,6.46E-16,1.36E-12,4.05E-17,1.06E-13,3.05E-13,3.09E-13,5.26E-14,2.68E-13,2.75E-15,1.83E-17,2.60E-15,1.03E-13,6.74E-12,1.17E-14,0,1.28E-13,4.63E-16,2
284,0.411,0.652,0.816,0.194,0.314,0.271,0.61,0.827,0.228,0.905,0.229,0.256,0.789,0.387,0.629,0.523,0.817,0.794,0.351,0.519,1.96E-14,5.12E-13,8.84E-15,3.76E-16,3.59E-12,1.25E-15,2.76E-13,5.47E-13,4.20E-13,1.36E-13,2.12E-13,9.13E-16,0,7.37E-14,1.56E-12,4.61E-12,5.29E-15,0,2.28E-11,0,3
285,0.000125,0.323,0.507,0.298,0.0354,0.547,0.246,0.554,0.225,0.247,0.401,0.339,0.34,0.0351,0.195,0.534,0.763,0.0776,0.604,0.818,5.10E-12,3.29E-10,2.20E-14,1.72E-14,6.79E-10,3.11E-15,2.76E-10,1.33E-09,2.81E-10,4.07E-10,2.82E-12,5.72E-13,9.65E-16,1.03E-12,5.64E-11,1.17E-10,6.07E-13,0,2.69E-10,4.85E-13,3
286,0.117,0.518,0.244,0.192,0.815,0.721,0.656,0.234,0.359,0.865,0.435,0.036,0.853,0.26,0.363,0.118,0.37,0.147,0.00981,0.369,2.24E-11,1.13E-10,2.35E-11,1.48E-10,1.15E-10,6.68E-13,6.08E-11,1.87E-09,3.65E-10,1.85E-10,1.37E-12,4.55E-10,2.72E-14,2.74E-12,1.52E-08,1.77E-10,2.50E-11,0,2.00E-10,4.98E-11,3
287,0.363,0.382,0.791,0.553,0.832,0.613,0.366,0.927,0.174,0.351,0.639,0.852,0.648,0.81,0.562,0.0545,0.573,0.966,0.212,0.74,1.82E-12,5.55E-10,3.66E-14,5.36E-14,7.49E-08,8.02E-15,7.18E-10,3.45E-09,9.43E-10,1.56E-09,9.57E-14,2.01E-12,2.77E-14,3.20E-14,9.18E-11,3.83E-09,6.01E-13,0,3.28E-10,9.39E-13,1
288,0.46,0.0631,0.318,0.0182,0.0713,0.449,0.615,0.61,0.151,0.236,0.702,0.294,0.874,0.774,0.356,0.516,0.73,0.0564,0.618,0.633,3.41E-13,3.53E-11,9.47E-16,8.15E-16,3.14E-10,2.57E-15,3.10E-11,1.29E-09,4.20E-12,4.41E-10,1.06E-14,7.89E-15,3.72E-15,1.16E-15,4.89E-12,4.01E-12,9.99E-14,0,4.56E-12,5.85E-16,1
289,0.916,0.481,0.738,0.533,0.827,0.241,0.32,0.426,0.145,0.717,0.00868,0.846,0.972,0.844,0.201,0.102,0.167,0.39,0.831,7.87E-05,1.44E-11,2.94E-08,7.71E-13,4.17E-13,8.46E-07,9.19E-14,2.74E-08,3.47E-08,1.66E-09,1.79E-08,5.29E-12,3.05E-11,2.96E-13,6.77E-13,2.67E-09,1.42E-08,5.19E-12,0,5.14E-09,0,2
290,0.893,0.458,0.887,0.716,0.0362,0.247,0.329,0.912,0.0443,0.0369,0.846,0.681,0.91,0.387,0.384,0.29,0.192,0.0735,0.038,0.243,1.21E-12,7.28E-09,1.57E-13,1.78E-14,5.30E-10,7.83E-15,6.06E-09,3.94E-09,1.01E-11,1.34E-09,7.68E-13,1.28E-13,5.52E-15,1.79E-13,7.67E-10,3.16E-10,1.65E-12,0,6.98E-10,0,1
291,0.675,0.577,0.0525,0.245,0.287,0.462,0.33,0.566,0.754,0.671,0.276,0.0701,0.311,0.583,0.655,0.918,0.598,0.52,0.0305,0.934,3.20E-11,3.66E-08,2.22E-12,8.99E-13,9.08E-11,2.27E-13,3.05E-08,1.14E-07,5.73E-10,3.88E-08,4.31E-12,1.59E-12,0,1.59E-12,1.64E-07,1.15E-08,9.39E-12,0,2.82E-08,0,3
292,0.23,0.443,0.176,0.229,0.681,0.122,0.164,0.147,0.828,0.479,0.191,0.192,0.832,0.27,0.304,0.144,0.0686,0.861,0.0919,0.828,9.07E-13,3.38E-09,1.49E-10,1.16E-13,3.38E-10,6.19E-15,2.81E-09,3.12E-09,2.72E-12,1.06E-09,5.99E-13,8.27E-15,1.47E-15,3.60E-13,1.94E-09,2.37E-10,2.72E-13,0,5.66E-10,0,3
293,0.66,0.602,0.237,0.317,0.658,3.30E-05,0.475,0.0868,0.784,0.454,0.947,0.0501,0.449,0.654,0.628,0.594,0.457,0.578,0.162,0.197,1.34E-10,5.68E-07,1.90E-10,1.26E-10,6.64E-10,1.02E-12,4.72E-07,4.83E-07,1.29E-10,1.65E-07,3.87E-11,1.01E-12,0,2.16E-11,1.44E-06,1.48E-08,3.31E-10,0,2.53E-07,0,0
294,0.274,0.116,0.00448,0.967,0.621,0.602,0.237,0.569,0.927,0.0526,0.485,0.0183,0.15,0.409,0.595,0.142,0.117,0.373,0.286,0.0139,4.96E-12,7.49E-08,2.03E-13,2.21E-12,6.92E-12,1.49E-12,6.12E-08,1.28E-08,8.54E-13,4.35E-09,5.78E-13,1.27E-13,2.74E-14,1.68E-13,3.07E-08,1.57E-10,1.75E-12,0,4.09E-09,0,0
295,0.114,0.837,0.7,0.187,0.31,0.222,0.514,0.671,0.699,0.851,0.37,0.517,0.299,0.0685,0.708,0.953,0.368,0.858,0.137,0.894,8.24E-10,9.85E-05,1.30E-11,2.96E-11,4.66E-09,1.19E-12,7.97E-05,5.95E-07,1.15E-11,2.03E-07,4.81E-11,1.66E-10,0,1.74E-11,4.74E-06,3.74E-07,8.05E-10,0,8.78E-07,0,3
296,0.303,0.551,0.633,0.131,0.127,0.229,0.103,0.643,0.965,0.65,0.102,0.27,0.334,0.288,0.391,0.538,0.0754,0.174,0.388,0.73,1.92E-11,1.67E-05,3.87E-12,4.85E-12,6.62E-10,1.16E-13,1.35E-05,5.34E-08,2.07E-13,1.83E-08,0,1.28E-12,0,3.02E-12,5.36E-06,7.52E-09,1.39E-10,0,3.86E-07,0,3
297,0.726,0.472,0.0021,0.434,0.625,0.475,0.671,0.908,0.268,0.711,0.863,0.961,0.911,0.741,0.881,0.894,0.534,0.503,0.865,0.455,0,3.65E-08,0,0,0,0,3.32E-08,1.48E-05,0,4.33E-06,0,0,0,0,1.41E-07,2.07E-06,3.12E-07,0,0.402482833,0,1
298,0.928,0.433,0.498,0.943,0.521,0.000594,0.0864,0.594,0.614,0.176,0.441,0.224,0.365,0.543,0.0508,0.581,0.494,0.355,0.613,0.261,3.29E-13,3.82E-09,3.43E-14,5.16E-13,1.16E-11,1.40E-15,3.18E-09,3.38E-10,6.51E-13,1.26E-10,1.27E-12,1.10E-14,0,1.18E-12,1.99E-07,2.47E-10,9.05E-11,0,1.52E-08,0,2
299,0.472,0.65,0.765,0.476,0.607,0.19,0.242,0.911,0.428,0.606,0.553,0.693,0.606,0.268,0.0175,0.491,0.748,0.486,0.697,0.744,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99506086,0,0,0,0,0,0,0
300,0.866,0.577,0.915,0.734,0.114,0.635,0.196,0.511,0.874,0.342,0.828,0.588,0.484,0.962,0,0.0035,0.0352,0.0257,0.263,0.431,4.02E-14,2.56E-08,4.00E-14,3.13E-14,2.90E-09,3.78E-14,1.59E-08,1.18E-13,1.15E-14,2.75E-12,8.15E-14,6.11E-15,9.29E-14,1.15E-13,8.31E-13,1.10E-15,9.51E-13,0,8.25E-15,1.07E-13,1
301,0.505,0.148,0.58,0.129,0.0132,0.827,0.646,0.34,0.421,0.895,0.729,0.0116,0.194,0.253,0.304,0.71,0.759,0.000173,0.818,0.0916,4.40E-12,5.26E-08,5.33E-15,4.23E-15,2.11E-10,2.35E-14,2.31E-08,6.34E-13,1.84E-12,4.42E-12,3.16E-11,7.04E-15,1.08E-13,9.97E-14,3.13E-13,3.87E-15,1.74E-12,0,1.54E-14,3.55E-14,1
302,0.541,0.341,0.939,0.687,0.908,0.54,0.0966,0.642,0.675,0.463,0.364,0.931,0.533,0.472,0.0552,0.679,0.248,0.566,0.148,0.719,3.42E-12,3.74E-05,2.08E-12,5.69E-12,2.66E-07,2.05E-12,3.29E-05,3.27E-11,5.58E-13,1.20E-08,3.71E-11,3.04E-14,2.01E-10,1.33E-12,3.51E-11,1.56E-13,8.75E-09,0,2.03E-11,8.33E-12,0
303,0.771,0.703,0.764,0.697,0.0981,0.76,0.761,0.492,0.64,0.754,0.384,0.584,0.58,0.61,0.946,0.479,0.942,0.176,0,0.834,9.57E-15,3.66E-08,3.42E-16,5.84E-15,9.35E-11,3.31E-16,3.62E-08,5.34E-14,2.78E-15,1.58E-11,3.23E-11,1.14E-15,1.99E-13,1.14E-15,2.08E-14,2.24E-16,8.97E-12,0,2.26E-14,2.17E-14,2
304,0.791,0.0805,0.916,0.0543,0.126,0.231,0.861,0.599,0.647,0.907,0.713,0.196,0.354,0.278,0.351,0.402,0.286,0.43,0.324,0.685,2.03E-13,1.27E-05,1.10E-14,1.41E-13,8.76E-10,1.04E-14,4.40E-06,2.46E-12,4.02E-14,1.22E-10,2.13E-12,1.14E-15,4.93E-12,9.96E-15,9.62E-13,1.47E-14,8.90E-11,0,3.00E-12,7.37E-14,1
305,0.269,0.397,0.66,0.637,0.934,0.503,0.31,0.227,0.472,0.21,0.611,0.947,0.588,0.353,0,0.522,0.585,0.172,0.0166,0,2.68E-12,0.002732606,2.69E-13,6.80E-12,7.56E-08,2.65E-13,0.000133485,5.21E-11,5.57E-13,1.23E-08,3.38E-11,9.62E-14,2.76E-10,2.30E-13,1.53E-11,1.32E-13,5.16E-09,1.25E-14,2.00E-11,1.85E-12,0
306,0.188,0.295,0.54,0.809,0.0506,0.0417,0.541,0.738,0,0.895,0.181,0.656,0.61,0.368,0.913,0.234,0.321,0.612,0.467,0.903,2.68E-10,0.00280995,5.99E-12,1.40E-09,1.36E-05,6.89E-12,0.052220367,4.13E-09,5.38E-11,6.64E-07,6.92E-10,1.63E-12,1.21E-08,7.31E-12,1.26E-10,3.29E-12,1.56E-06,1.25E-12,4.55E-10,1.01E-10,3
307,0.313,0.112,0.535,0.85,0.969,0.521,0.479,0.86,0.947,0.744,0.915,0.913,0,0,0.944,0.191,0,0.638,0.267,0.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,0.844,0.766,0.789,0.456,0.458,0.409,0.125,0.317,0.31,0.11,0.393,0.681,0.875,0.835,0.967,0.394,0.238,0.0551,0.0455,0.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
309,0.654,0.807,0.764,0.000275,0.904,0.946,0.638,0.855,0.767,0.758,0.536,0.272,0.345,0.388,0.876,0.431,0.176,0.408,0.758,0.0612,4.01E-11,0.00014846,3.04E-12,1.67E-10,4.50E-06,4.83E-12,0.000330015,1.30E-09,1.13E-11,1.10E-07,5.27E-11,1.74E-12,6.19E-08,7.39E-12,2.22E-11,7.73E-13,3.35E-07,3.21E-12,1.39E-10,1.05E-10,2
310,0.0434,0.064,0.338,0.757,0.839,0.881,0.481,0.0228,0.922,0.0449,0.908,0.701,0.671,0.466,0.883,0.418,0.911,0.413,0.14,0.232,1.43E-13,7.08E-08,6.24E-15,9.53E-14,9.02E-08,7.31E-15,1.74E-07,3.68E-12,3.00E-14,1.81E-09,1.62E-13,1.45E-15,1.07E-11,6.88E-15,5.92E-14,1.56E-15,3.80E-09,1.75E-15,4.11E-14,1.97E-12,0
311,0.737,0.487,0.519,0.68,0.481,0.197,0.236,0.382,0.765,0.0408,0.556,0.627,0.279,0.157,0.769,0.813,0.24,0.521,0.767,0.343,4.27E-10,1.71E-06,7.50E-13,7.75E-13,2.73E-05,1.51E-12,1.82E-06,6.68E-08,8.41E-11,1.63E-07,3.47E-12,0,1.01E-08,4.61E-13,6.68E-12,3.88E-13,5.63E-10,0,6.94E-13,4.94E-13,0
312,0.776,0.909,0.807,0.375,0,0.85,0.566,0.806,0.282,0.524,0.949,0.546,0.354,0.487,0.413,0.319,0.356,0.636,0.0529,0.712,1.19E-09,1.65E-06,3.95E-14,1.96E-13,0.000152439,2.24E-12,4.12E-06,1.87E-07,2.34E-10,2.69E-08,2.96E-12,1.55E-13,3.08E-11,3.84E-14,4.18E-13,2.77E-15,4.73E-10,0,6.32E-14,0,1
313,0.549,0.586,0.688,0.274,0.0707,0.495,0.76,0.275,0.148,0.347,0.241,0.827,0.843,0.505,0.536,0.887,0.173,0.43,0.0937,0.392,5.96E-12,1.94E-09,0,0,5.67E-05,7.60E-15,4.71E-09,9.87E-10,1.16E-12,6.38E-09,8.94E-14,0,3.82E-13,0,7.36E-12,4.72E-13,7.37E-12,0,2.18E-13,0,3
314,0.223,0.3,0.491,0.209,0.682,0.819,0.207,0.15,0.837,0.117,0.707,0.0237,0.7,0.234,0.633,0.0773,0.595,0.556,0.288,0.564,2.02E-11,2.89E-08,6.86E-14,7.91E-14,2.99E-06,1.04E-13,7.05E-08,3.10E-09,3.91E-12,3.15E-08,1.53E-13,0,4.61E-12,4.16E-14,8.15E-13,9.48E-14,1.20E-09,0,0,6.64E-13,0
315,0.969,0.634,0.893,0.696,0.449,0.583,0.639,0.0001,0.894,0.648,0.239,0.0419,0.332,0.396,0.356,0.962,0.576,0.585,0.831,0.0439,2.10E-12,3.45E-11,3.60E-16,3.14E-16,1.68E-07,8.70E-15,7.65E-11,4.97E-12,1.55E-11,1.28E-11,3.21E-13,9.20E-16,5.96E-14,9.38E-14,1.06E-13,8.74E-13,1.13E-12,0,5.82E-17,1.20E-14,2
316,0.639,0.796,0.226,0.0588,0.036,0.683,0.856,0.216,0.613,0.813,0.00604,0.0802,0.00701,0.246,0.964,0.616,0.388,0.783,0.967,0.866,2.61E-13,4.13E-11,3.46E-15,3.39E-16,3.10E-08,5.60E-16,5.03E-11,9.16E-12,7.48E-13,5.91E-12,6.25E-12,2.99E-15,2.70E-13,7.03E-14,1.09E-12,4.85E-12,3.49E-13,0,4.25E-16,1.58E-13,3
317,0.764,0.524,0.178,0.473,0.0852,0.148,0.551,0.313,0.97,0.226,0.92,0.784,0.576,0.846,0.794,0.639,0.876,0.483,0.417,0.263,2.02E-13,1.56E-11,1.28E-14,6.16E-11,4.29E-08,6.60E-16,1.42E-11,5.51E-13,6.75E-16,8.98E-12,4.65E-13,2.16E-16,7.34E-14,1.53E-14,2.60E-12,6.48E-13,7.71E-13,0,6.11E-16,4.21E-13,1
318,0.558,0.564,0.936,0.775,0.511,0.846,0.696,0.389,0.173,0.423,0.0842,0.28,0.712,0.682,0.306,0.797,0.64,0.255,0.747,0,5.25E-14,1.09E-12,3.42E-15,1.31E-15,2.01E-10,3.31E-16,1.60E-12,7.65E-15,4.84E-13,3.16E-13,3.90E-14,8.79E-15,7.37E-13,5.16E-13,8.00E-12,2.55E-15,3.01E-14,0,7.52E-13,1.67E-14,2
